timestamp,index,name,utilization.gpu,utilization.memory,memory.used,memory.total,pcie.link.gen.current,pcie.link.width.current
2026-04-25T18:49:03.692077+00:00,0,NVIDIA GeForce RTX 5060,13,14,1461,8151,2,8
